Family Name,Style Name,Width,Height,Aspect Ratio,x-height,Density,Slant,Curve,Serif,
Stoke,Regular,0.289368,0.350421,0.677796,0.260000,0.387074,0.167323,0.271543,0.099000,
Strait,Regular,0.177684,0.312737,0.721224,0.260000,0.420117,0.133834,0.251494,0.032000,
Strong,Regular,0.182737,0.315053,0.734145,0.260000,0.379997,0.132668,0.279537,0.025000,
Sue Ellen Francisco ,Regular,0.147053,0.350211,0.770493,0.230000,0.337859,0.169363,0.266402,0.072000,
Sumana,Bold,0.255684,0.333053,0.672182,0.240000,0.462012,0.163782,0.292849,0.081000,
Sumana,Regular,0.245474,0.330421,0.688320,0.240000,0.357325,0.167945,0.299795,0.076000,
Sunshiney,Regular,0.220316,0.308947,0.682684,0.210000,0.342033,0.160494,0.231045,0.095000,
Supermercado,Regular,0.199789,0.321053,0.710192,0.270000,0.501955,0.154235,0.282568,0.100000,
Sura,Bold,0.249579,0.329579,0.675599,0.270000,0.484020,0.171781,0.308179,0.081000,
Suranna,Regular,0.205263,0.280947,0.717593,0.210000,0.309311,0.222989,0.394595,0.059000,
Sura,Regular,0.231474,0.326105,0.693405,0.270000,0.370465,0.159151,0.283584,0.079000,
Suravaram,Regular,0.184526,0.222632,0.677775,0.190000,0.364081,0.211087,0.382702,0.060000,
Battambang,Regular,0.074947,0.121895,0.648612,0.000000,0.139385,0.074358,0.128013,0.000000,
Swanky and Moo Moo,Regular,0.221684,0.252105,0.670708,0.170000,0.301065,0.176050,0.294956,0.049000,
Syncopate,Bold,0.336526,0.316316,0.650192,0.340000,0.558601,0.130285,0.266964,0.024000,
Syncopate,Regular,0.292737,0.310947,0.690406,0.340000,0.303410,0.130273,0.263873,0.024000,
Tangerine,Bold,0.231158,0.248316,0.676435,0.130000,0.205338,0.371111,0.509052,0.103000,
Tangerine,Regular,0.222211,0.243789,0.678476,0.130000,0.171986,0.411204,0.592718,0.077000,
Taprom,Regular,0.237684,0.304632,0.649192,0.310000,0.228065,0.062375,0.191865,0.020000,
Tauri,Regular,0.229263,0.357158,0.707432,0.270000,0.472127,0.145168,0.301168,0.029000,
Teko,Bold,0.211158,0.296947,0.674551,0.250000,0.682116,0.115531,0.286050,0.021000,
Teko,Light,0.135053,0.284105,0.765710,0.240000,0.477248,0.113272,0.286567,0.024000,
Teko,Medium,0.169158,0.294421,0.711209,0.250000,0.587367,0.102011,0.307785,0.029000,
Teko,Regular,0.152000,0.293684,0.737308,0.250000,0.539683,0.089978,0.244435,0.028000,
Teko,Semibold,0.189684,0.295579,0.688379,0.250000,0.629876,0.118637,0.323558,0.025000,
Telex,Regular,0.222947,0.322105,0.706247,0.260000,0.429868,0.138659,0.262046,0.028000,
Tenali Ramakrishna,Regular,0.158526,0.215474,0.683931,0.180000,0.370710,0.268622,0.435159,0.027000,
Tenor Sans,Regular,0.231368,0.321263,0.716413,0.250000,0.362847,0.174393,0.300761,0.020000,
Dosis,Bold,0.210842,0.312737,0.684521,0.240000,0.526975,0.188013,0.353877,0.036000,
Dosis,ExtraBold,0.222105,0.315368,0.672425,0.250000,0.578556,0.192204,0.351286,0.042000,
Dosis,ExtraLight,0.170526,0.309579,0.775719,0.240000,0.264558,0.271889,0.459663,0.019000,
Terminal Dosis,Light,0.172000,0.310105,0.770228,0.250000,0.263616,0.263355,0.451488,0.015000,
Dosis,Medium,0.191579,0.311263,0.712454,0.240000,0.420516,0.172659,0.293148,0.033000,
Dosis,Regular,0.184105,0.310947,0.729478,0.240000,0.361959,0.171881,0.300907,0.026000,
Dosis,SemiBold,0.201684,0.312211,0.695644,0.240000,0.478978,0.177950,0.337868,0.034000,
Text Me One,Regular,0.188526,0.308526,0.711257,0.250000,0.281572,0.180968,0.302450,0.032000,
Thabit,Bold Oblique,0.249579,0.281263,0.653598,0.230000,0.404374,0.168766,0.253779,0.111000,
Thabit,Bold,0.229158,0.281263,0.659068,0.230000,0.436074,0.155847,0.271605,0.068000,
Thabit,Oblique,0.234947,0.270105,0.663856,0.210000,0.268727,0.217409,0.315575,0.089000,
Thabit,Regular,0.217263,0.270105,0.673273,0.210000,0.294253,0.187698,0.301203,0.071000,
TharLon,Regular,0.226526,0.322947,0.704916,0.270000,0.387927,0.134865,0.218724,0.035000,
The Girl Next Door,Regular,0.212632,0.290632,0.705130,0.320000,0.239635,0.214618,0.361792,0.041000,
Tienne,Bold,0.272632,0.314000,0.665718,0.260000,0.462464,0.152838,0.273122,0.076000,
Tienne,Heavy,0.287368,0.318211,0.655591,0.250000,0.537436,0.144542,0.262425,0.076000,
Tienne,Regular,0.258000,0.323895,0.684231,0.270000,0.381539,0.149488,0.264579,0.077000,
Tillana,Bold,0.299474,0.366316,0.650578,0.280000,0.447252,0.183033,0.283151,0.117000,
Tillana,ExtraBold,0.326737,0.381158,0.643449,0.300000,0.493035,0.172580,0.268129,0.127000,
Tillana,Medium,0.255684,0.353895,0.666342,0.280000,0.347794,0.166992,0.247456,0.106000,
Tillana,Regular,0.236316,0.351789,0.679492,0.280000,0.289153,0.164655,0.235841,0.093000,
Tillana,SemiBold,0.276000,0.360105,0.657400,0.280000,0.399558,0.182272,0.276181,0.118000,
Timmana,Regular,0.203474,0.288211,0.663320,0.230000,0.473074,0.192381,0.352178,0.058000,
Tinos,Bold Italic,0.251158,0.299053,0.660366,0.230000,0.412183,0.195918,0.305675,0.108000,
Tinos,Bold,0.244211,0.298000,0.668261,0.230000,0.448393,0.175165,0.306826,0.072000,
Tinos,Italic,0.239895,0.297263,0.667637,0.230000,0.311554,0.206214,0.311940,0.101000,
Tinos,Regular,0.228947,0.296737,0.683583,0.230000,0.334077,0.179749,0.310850,0.070000,
Titan One,Regular,0.275368,0.335158,0.651824,0.290000,0.696079,0.116029,0.219771,0.043000,
Titillium Web,Black,0.248947,0.317263,0.651810,0.260000,0.707813,0.091440,0.189544,0.034000,
Titillium Web,Bold Italic,0.246947,0.315684,0.649611,0.250000,0.467451,0.181815,0.321131,0.083000,
Titillium Web,Bold,0.219158,0.314737,0.678229,0.250000,0.559429,0.131636,0.291824,0.029000,
Titillium Web,Thin Italic,0.220947,0.316105,0.690239,0.250000,0.173161,0.314461,0.447925,0.040000,
Titillium Web,Thin,0.194105,0.314526,0.783980,0.250000,0.229554,0.225279,0.398697,0.029000,
Titillium Web,Italic,0.231474,0.318000,0.667744,0.250000,0.306683,0.130346,0.191759,0.068000,
Titillium Web,Light Italic,0.226947,0.317263,0.681525,0.250000,0.268371,0.170186,0.231032,0.060000,
Titillium Web,Light,0.199789,0.316421,0.737670,0.250000,0.322728,0.143700,0.231450,0.030000,
Titillium Web,Regular,0.202947,0.316421,0.714198,0.250000,0.374084,0.112644,0.222294,0.035000,
Titillium Web,SemiBold Italic,0.239158,0.317368,0.658471,0.250000,0.406532,0.155548,0.274029,0.081000,
Titillium Web,SemiBold,0.211789,0.316947,0.693058,0.250000,0.486860,0.125520,0.273892,0.035000,
Trade Winds,Regular,0.321158,0.342842,0.640523,0.310000,0.377268,0.178271,0.259391,0.163000,
Trocchi,Regular,0.267789,0.329053,0.666919,0.260000,0.384742,0.166735,0.297041,0.068000,
Trochut,Bold,0.213789,0.308842,0.683513,0.250000,0.473327,0.188384,0.338323,0.049000,
Trochut,Italic,0.217263,0.307158,0.675778,0.250000,0.327952,0.191262,0.272997,0.084000,
Trochut,Regular,0.182211,0.307263,0.719699,0.250000,0.396437,0.202090,0.319160,0.045000,
Trykker,Regular,0.240947,0.334000,0.699322,0.250000,0.334699,0.185724,0.276767,0.074000,
Tuffy,BoldItalic,0.258316,0.322421,0.647938,0.270000,0.435421,0.197379,0.310689,0.095000,
Tuffy,Bold,0.219263,0.319579,0.681046,0.260000,0.530203,0.197655,0.392842,0.024000,
Tuffy,Italic,0.238000,0.318421,0.662743,0.270000,0.301926,0.160869,0.199152,0.065000,
Tuffy,Regular,0.205895,0.318421,0.709078,0.270000,0.368230,0.159523,0.247957,0.034000,
Tulpen One,Regular,0.103368,0.310947,0.876114,0.250000,0.311349,0.271012,0.459599,0.034000,
Ubuntu,Bold Italic,0.276421,0.324842,0.641480,0.260000,0.466964,0.209291,0.338478,0.091000,
Ubuntu,Bold,0.242105,0.329368,0.668697,0.260000,0.554554,0.159341,0.306333,0.022000,
Ubuntu Condensed,Regular,0.171579,0.324737,0.730239,0.260000,0.445486,0.145118,0.263587,0.025000,
Ubuntu,Italic,0.255368,0.322316,0.655297,0.260000,0.349051,0.174266,0.231823,0.064000,
Ubuntu,Light Italic,0.244947,0.324947,0.666843,0.260000,0.269723,0.150143,0.224167,0.049000,
Ubuntu,Light,0.210947,0.323579,0.716145,0.260000,0.338800,0.142651,0.251220,0.025000,
Ubuntu,Medium Italic,0.266632,0.328737,0.649080,0.260000,0.407805,0.190990,0.324844,0.078000,
Ubuntu,Medium,0.231789,0.327789,0.679980,0.260000,0.488430,0.155367,0.321829,0.026000,
Ubuntu Mono,Bold Italic,0.237053,0.298105,0.642595,0.240000,0.444137,0.197824,0.345891,0.086000,
Ubuntu Mono,Bold,0.204000,0.296737,0.665744,0.240000,0.524629,0.167851,0.334563,0.030000,
Ubuntu Mono,Italic,0.224737,0.289158,0.649151,0.230000,0.354782,0.174587,0.241525,0.061000,
Ubuntu Mono,Regular,0.192316,0.286000,0.674542,0.230000,0.415531,0.151717,0.259758,0.030000,
Ubuntu,Regular,0.221474,0.320526,0.690924,0.260000,0.416855,0.148916,0.261959,0.026000,
Ultra,Regular,0.321368,0.337053,0.645638,0.270000,0.660192,0.147560,0.254138,0.063000,
Uncial Antiqua,Regular,0.283474,0.329579,0.663826,0.280000,0.382519,0.189976,0.313763,0.092000,
Underdog,Regular,0.227579,0.324737,0.687657,0.270000,0.341879,0.159882,0.241903,0.078000,
Unica One,Regular,0.159579,0.309684,0.742686,0.330000,0.403282,0.158405,0.270651,0.031000,
UnifrakturCook,Bold,0.231579,0.344632,0.686084,0.270000,0.430589,0.251876,0.353424,0.152000,
UnifrakturMaguntia,Book,0.239474,0.329579,0.683989,0.380000,0.358509,0.293210,0.416810,0.176000,
Unkempt,Bold,0.244211,0.297684,0.675703,0.240000,0.395986,0.181282,0.262685,0.105000,
Unkempt,Regular,0.245263,0.296211,0.677118,0.240000,0.290928,0.154667,0.254662,0.096000,
Unlock,Regular,0.243579,0.308947,0.666614,0.280000,0.579074,0.137906,0.252435,0.061000,
Unna,Regular,0.205368,0.286105,0.698005,0.210000,0.327932,0.225940,0.368056,0.068000,
Vampiro One,Regular,0.314842,0.346000,0.642113,0.290000,0.396252,0.253429,0.386147,0.153000,
Varela,Regular,0.234421,0.319158,0.700591,0.260000,0.405366,0.151686,0.278982,0.024000,
Varela Round,Regular,0.232316,0.327263,0.696274,0.270000,0.386567,0.156322,0.237101,0.050000,
Varta,Bold,0.208211,0.307895,0.695900,0.240000,0.444077,0.160954,0.305890,0.031000,
Varta,Light,0.194737,0.306632,0.718812,0.240000,0.336686,0.153331,0.276281,0.030000,
Varta,Regular,0.198632,0.306947,0.707514,0.240000,0.370146,0.144432,0.252065,0.028000,
Varta,SemiBold,0.204211,0.307474,0.704940,0.240000,0.416456,0.147134,0.267379,0.026000,
Vast Shadow,Regular,0.341789,0.326526,0.655760,0.270000,0.394740,0.161964,0.243821,0.136000,
Vesper Libre,Bold,0.251895,0.308737,0.665438,0.240000,0.449608,0.192401,0.311375,0.092000,
Vesper Libre,Heavy,0.266211,0.311053,0.658867,0.240000,0.483663,0.189563,0.304419,0.087000,
Vesper Libre,Medium,0.242632,0.307684,0.671417,0.240000,0.420507,0.183670,0.300766,0.093000,
Vesper Libre,Regular,0.229158,0.306526,0.683596,0.240000,0.373266,0.177838,0.262227,0.086000,
Vibur,Medium,0.215579,0.313474,0.674806,0.200000,0.391531,0.203422,0.265671,0.063000,
Vidaloka ,Regular,0.233789,0.322105,0.695230,0.250000,0.371105,0.210136,0.366296,0.064000,
Viga,Regular,0.225684,0.330000,0.685040,0.290000,0.533572,0.147603,0.292784,0.041000,
Voces,Regular,0.220211,0.326000,0.702351,0.260000,0.415514,0.137224,0.249235,0.031000,
Volkhov,Bold Italic,0.272000,0.335684,0.660693,0.270000,0.378045,0.164192,0.246625,0.123000,
Volkhov,Bold,0.262000,0.326526,0.669838,0.250000,0.474823,0.169750,0.294924,0.063000,
Volkhov,Italic,0.261579,0.322316,0.670105,0.250000,0.333285,0.180888,0.263529,0.101000,
Volkhov,Regular,0.252000,0.325474,0.680041,0.250000,0.403430,0.171706,0.293759,0.066000,
Vollkorn,Bold Italic,0.276526,0.314842,0.651981,0.230000,0.502274,0.180284,0.273145,0.111000,
Vollkorn,Bold,0.259579,0.312842,0.668937,0.230000,0.547961,0.178268,0.292539,0.097000,
Vollkorn,Italic,0.234526,0.310947,0.674598,0.230000,0.325465,0.210201,0.296757,0.107000,
Vollkorn,Regular,0.224316,0.308947,0.705686,0.230000,0.363736,0.219151,0.340755,0.080000,
Voltaire,Regular,0.169368,0.341053,0.752704,0.260000,0.450604,0.148191,0.230873,0.031000,
VT323,Regular,0.151474,0.264316,0.697923,0.210000,0.528323,0.135913,0.335649,0.028000,
Waiting for the Sunrise,Regular,0.195263,0.296737,0.702999,0.280000,0.221328,0.237546,0.354330,0.055000,
Wallpoet,Regular,0.260632,0.261474,0.681445,0.220000,0.495403,0.171757,0.363880,0.035000,
Walter Turncoat,Regular,0.249474,0.307579,0.661362,0.290000,0.352924,0.154298,0.214227,0.076000,
Warnes,Regular,0.302842,0.330211,0.674347,0.270000,0.357072,0.106516,0.179578,0.065000,
Wellfleet,Regular,0.241789,0.354737,0.692937,0.280000,0.446315,0.124463,0.234222,0.087000,
Wendy One,Regular,0.252105,0.290737,0.656156,0.240000,0.613505,0.153080,0.276492,0.065000,
Wire One,Regular,0.111158,0.308421,0.871359,0.250000,0.186040,0.260278,0.436860,0.020000,
Work Sans,Black,0.277263,0.323158,0.646563,0.250000,0.646768,0.133728,0.264810,0.026000,
Work Sans,Bold,0.257158,0.321263,0.657947,0.250000,0.562114,0.151517,0.297911,0.025000,
Work Sans,ExtraBold,0.267368,0.323053,0.651106,0.250000,0.615417,0.143089,0.266686,0.026000,
Work Sans,ExtraLight,0.210000,0.316526,0.739280,0.250000,0.165985,0.259303,0.403366,0.024000,
Work Sans,Light,0.216842,0.316842,0.720197,0.250000,0.267323,0.196151,0.317686,0.029000,
Work Sans,Medium,0.236000,0.320421,0.680286,0.250000,0.429729,0.145631,0.283560,0.030000,
Work Sans,Regular,0.226632,0.320105,0.693385,0.250000,0.378586,0.136663,0.237916,0.031000,
Work Sans,SemiBold,0.245789,0.321789,0.667675,0.250000,0.493917,0.149999,0.290942,0.030000,
Work Sans,Thin,0.206526,0.313789,0.784580,0.250000,0.127169,0.202613,0.343535,0.015000,
Yanone Kaffeesatz,Bold,0.164947,0.320526,0.722949,0.250000,0.547428,0.139089,0.346012,0.026000,
Yanone Kaffeesatz,Extra Light,0.154000,0.316842,0.808904,0.250000,0.188072,0.273265,0.427060,0.023000,
Yanone Kaffeesatz,Light,0.157263,0.317263,0.768098,0.250000,0.283163,0.210093,0.375245,0.024000,
Yanone Kaffeesatz,Regular,0.160842,0.319474,0.742118,0.250000,0.440936,0.141236,0.257446,0.028000,
Yantramanav,Black,0.214211,0.295053,0.676208,0.240000,0.571857,0.159411,0.339086,0.026000,
Yantramanav,Bold,0.209368,0.295158,0.680755,0.240000,0.529262,0.160075,0.365428,0.030000,
Yantramanav,Light,0.188211,0.292737,0.729725,0.240000,0.296501,0.218200,0.365236,0.027000,
Yantramanav,Medium,0.203789,0.294105,0.689561,0.240000,0.467184,0.148125,0.329739,0.029000,
Yantramanav,Regular,0.197158,0.293263,0.702714,0.240000,0.409720,0.148339,0.274182,0.029000,
Yantramanav,Thin,0.182000,0.292842,0.775424,0.240000,0.164087,0.272788,0.450070,0.019000,
Yellowtail,Regular,0.275684,0.317368,0.639006,0.240000,0.342083,0.213240,0.247312,0.105000,
Yeseva One,Regular,0.253368,0.320737,0.708470,0.250000,0.423074,0.209722,0.348926,0.062000,
Yesteryear,Regular,0.262947,0.339263,0.652482,0.170000,0.343877,0.253894,0.378972,0.142000,
Yinmar,Regular,0.237474,0.257263,0.608246,0.260000,0.225169,0.183941,0.594636,0.080000,
Zeyada,Regular,0.202105,0.286737,0.689461,0.210000,0.225830,0.272646,0.398493,0.059000,
